Sample_ID,Question,Answer,Label
21,Are the stems (tillers) shorter than usual?,0,1
21,Do you smell any unusual or rotten odor near the plant base?,0,1
21,Can you easily pull the roots out of the soil?,1,1
21,Are you noticing yellowing on the lower stems?,0,1
21,Do the tillers appear dry or brittle?,1,1
21,Is there a soft mushy texture near the base of the stem?,1,1
21,Are any of the tillers wilted or drooping?,1,1
21,Do you see any black or brown spots on the stem?,1,1
21,Are ants or other insects more active around the tiller base?,0,1
21,Has the tiller growth slowed down recently?,1,1
22,Are the stems (tillers) shorter than usual?,1,1
22,Do you smell any unusual or rotten odor near the plant base?,1,1
22,Can you easily pull the roots out of the soil?,1,1
22,Are you noticing yellowing on the lower stems?,1,1
22,Do the tillers appear dry or brittle?,1,1
22,Is there a soft mushy texture near the base of the stem?,1,1
22,Are any of the tillers wilted or drooping?,1,1
22,Do you see any black or brown spots on the stem?,1,1
22,Are ants or other insects more active around the tiller base?,0,1
22,Has the tiller growth slowed down recently?,1,1
23,Are the stems (tillers) shorter than usual?,1,0
23,Do you smell any unusual or rotten odor near the plant base?,0,0
23,Can you easily pull the roots out of the soil?,1,0
23,Are you noticing yellowing on the lower stems?,1,0
23,Do the tillers appear dry or brittle?,0,0
23,Is there a soft mushy texture near the base of the stem?,0,0
23,Are any of the tillers wilted or drooping?,1,0
23,Do you see any black or brown spots on the stem?,0,0
23,Are ants or other insects more active around the tiller base?,1,0
23,Has the tiller growth slowed down recently?,1,0
24,Are the stems (tillers) shorter than usual?,0,0
24,Do you smell any unusual or rotten odor near the plant base?,0,0
24,Can you easily pull the roots out of the soil?,0,0
24,Are you noticing yellowing on the lower stems?,0,0
24,Do the tillers appear dry or brittle?,0,0
24,Is there a soft mushy texture near the base of the stem?,0,0
24,Are any of the tillers wilted or drooping?,1,0
24,Do you see any black or brown spots on the stem?,0,0
24,Are ants or other insects more active around the tiller base?,1,0
24,Has the tiller growth slowed down recently?,0,0
25,Are the stems (tillers) shorter than usual?,0,1
25,Do you smell any unusual or rotten odor near the plant base?,1,1
25,Can you easily pull the roots out of the soil?,1,1
25,Are you noticing yellowing on the lower stems?,1,1
25,Do the tillers appear dry or brittle?,1,1
25,Is there a soft mushy texture near the base of the stem?,1,1
25,Are any of the tillers wilted or drooping?,1,1
25,Do you see any black or brown spots on the stem?,0,1
25,Are ants or other insects more active around the tiller base?,1,1
25,Has the tiller growth slowed down recently?,0,1
26,Are the stems (tillers) shorter than usual?,0,1
26,Do you smell any unusual or rotten odor near the plant base?,1,1
26,Can you easily pull the roots out of the soil?,1,1
26,Are you noticing yellowing on the lower stems?,1,1
26,Do the tillers appear dry or brittle?,0,1
26,Is there a soft mushy texture near the base of the stem?,1,1
26,Are any of the tillers wilted or drooping?,1,1
26,Do you see any black or brown spots on the stem?,1,1
26,Are ants or other insects more active around the tiller base?,1,1
26,Has the tiller growth slowed down recently?,1,1
27,Are the stems (tillers) shorter than usual?,0,0
27,Do you smell any unusual or rotten odor near the plant base?,0,0
27,Can you easily pull the roots out of the soil?,0,0
27,Are you noticing yellowing on the lower stems?,0,0
27,Do the tillers appear dry or brittle?,1,0
27,Is there a soft mushy texture near the base of the stem?,0,0
27,Are any of the tillers wilted or drooping?,0,0
27,Do you see any black or brown spots on the stem?,0,0
27,Are ants or other insects more active around the tiller base?,0,0
27,Has the tiller growth slowed down recently?,0,0
28,Are the stems (tillers) shorter than usual?,1,1
28,Do you smell any unusual or rotten odor near the plant base?,1,1
28,Can you easily pull the roots out of the soil?,1,1
28,Are you noticing yellowing on the lower stems?,0,1
28,Do the tillers appear dry or brittle?,1,1
28,Is there a soft mushy texture near the base of the stem?,1,1
28,Are any of the tillers wilted or drooping?,0,1
28,Do you see any black or brown spots on the stem?,0,1
28,Are ants or other insects more active around the tiller base?,1,1
28,Has the tiller growth slowed down recently?,1,1
29,Are the stems (tillers) shorter than usual?,1,0
29,Do you smell any unusual or rotten odor near the plant base?,0,0
29,Can you easily pull the roots out of the soil?,0,0
29,Are you noticing yellowing on the lower stems?,0,0
29,Do the tillers appear dry or brittle?,0,0
29,Is there a soft mushy texture near the base of the stem?,0,0
29,Are any of the tillers wilted or drooping?,0,0
29,Do you see any black or brown spots on the stem?,0,0
29,Are ants or other insects more active around the tiller base?,0,0
29,Has the tiller growth slowed down recently?,1,0
30,Are the stems (tillers) shorter than usual?,1,1
30,Do you smell any unusual or rotten odor near the plant base?,0,1
30,Can you easily pull the roots out of the soil?,0,1
30,Are you noticing yellowing on the lower stems?,1,1
30,Do the tillers appear dry or brittle?,1,1
30,Is there a soft mushy texture near the base of the stem?,0,1
30,Are any of the tillers wilted or drooping?,1,1
30,Do you see any black or brown spots on the stem?,1,1
30,Are ants or other insects more active around the tiller base?,1,1
30,Has the tiller growth slowed down recently?,0,1
31,Are the stems (tillers) shorter than usual?,1,1
31,Do you smell any unusual or rotten odor near the plant base?,1,1
31,Can you easily pull the roots out of the soil?,1,1
31,Are you noticing yellowing on the lower stems?,0,1
31,Do the tillers appear dry or brittle?,0,1
31,Is there a soft mushy texture near the base of the stem?,0,1
31,Are any of the tillers wilted or drooping?,0,1
31,Do you see any black or brown spots on the stem?,0,1
31,Are ants or other insects more active around the tiller base?,1,1
31,Has the tiller growth slowed down recently?,0,1
32,Are the stems (tillers) shorter than usual?,0,0
32,Do you smell any unusual or rotten odor near the plant base?,0,0
32,Can you easily pull the roots out of the soil?,0,0
32,Are you noticing yellowing on the lower stems?,0,0
32,Do the tillers appear dry or brittle?,1,0
32,Is there a soft mushy texture near the base of the stem?,0,0
32,Are any of the tillers wilted or drooping?,0,0
32,Do you see any black or brown spots on the stem?,1,0
32,Are ants or other insects more active around the tiller base?,0,0
32,Has the tiller growth slowed down recently?,1,0
33,Are the stems (tillers) shorter than usual?,1,0
33,Do you smell any unusual or rotten odor near the plant base?,1,0
33,Can you easily pull the roots out of the soil?,0,0
33,Are you noticing yellowing on the lower stems?,0,0
33,Do the tillers appear dry or brittle?,0,0
33,Is there a soft mushy texture near the base of the stem?,1,0
33,Are any of the tillers wilted or drooping?,0,0
33,Do you see any black or brown spots on the stem?,0,0
33,Are ants or other insects more active around the tiller base?,0,0
33,Has the tiller growth slowed down recently?,1,0
34,Are the stems (tillers) shorter than usual?,1,1
34,Do you smell any unusual or rotten odor near the plant base?,0,1
34,Can you easily pull the roots out of the soil?,0,1
34,Are you noticing yellowing on the lower stems?,1,1
34,Do the tillers appear dry or brittle?,0,1
34,Is there a soft mushy texture near the base of the stem?,1,1
34,Are any of the tillers wilted or drooping?,1,1
34,Do you see any black or brown spots on the stem?,0,1
34,Are ants or other insects more active around the tiller base?,0,1
34,Has the tiller growth slowed down recently?,0,1
35,Are the stems (tillers) shorter than usual?,0,0
35,Do you smell any unusual or rotten odor near the plant base?,1,0
35,Can you easily pull the roots out of the soil?,0,0
35,Are you noticing yellowing on the lower stems?,0,0
35,Do the tillers appear dry or brittle?,1,0
35,Is there a soft mushy texture near the base of the stem?,1,0
35,Are any of the tillers wilted or drooping?,0,0
35,Do you see any black or brown spots on the stem?,1,0
35,Are ants or other insects more active around the tiller base?,1,0
35,Has the tiller growth slowed down recently?,0,0
36,Are the stems (tillers) shorter than usual?,0,1
36,Do you smell any unusual or rotten odor near the plant base?,1,1
36,Can you easily pull the roots out of the soil?,1,1
36,Are you noticing yellowing on the lower stems?,0,1
36,Do the tillers appear dry or brittle?,1,1
36,Is there a soft mushy texture near the base of the stem?,1,1
36,Are any of the tillers wilted or drooping?,1,1
36,Do you see any black or brown spots on the stem?,0,1
36,Are ants or other insects more active around the tiller base?,1,1
36,Has the tiller growth slowed down recently?,1,1
37,Are the stems (tillers) shorter than usual?,1,1
37,Do you smell any unusual or rotten odor near the plant base?,1,1
37,Can you easily pull the roots out of the soil?,1,1
37,Are you noticing yellowing on the lower stems?,1,1
37,Do the tillers appear dry or brittle?,1,1
37,Is there a soft mushy texture near the base of the stem?,1,1
37,Are any of the tillers wilted or drooping?,1,1
37,Do you see any black or brown spots on the stem?,1,1
37,Are ants or other insects more active around the tiller base?,1,1
37,Has the tiller growth slowed down recently?,1,1
38,Are the stems (tillers) shorter than usual?,0,0
38,Do you smell any unusual or rotten odor near the plant base?,0,0
38,Can you easily pull the roots out of the soil?,1,0
38,Are you noticing yellowing on the lower stems?,0,0
38,Do the tillers appear dry or brittle?,0,0
38,Is there a soft mushy texture near the base of the stem?,1,0
38,Are any of the tillers wilted or drooping?,0,0
38,Do you see any black or brown spots on the stem?,1,0
38,Are ants or other insects more active around the tiller base?,1,0
38,Has the tiller growth slowed down recently?,0,0
39,Are the stems (tillers) shorter than usual?,0,0
39,Do you smell any unusual or rotten odor near the plant base?,0,0
39,Can you easily pull the roots out of the soil?,0,0
39,Are you noticing yellowing on the lower stems?,0,0
39,Do the tillers appear dry or brittle?,0,0
39,Is there a soft mushy texture near the base of the stem?,0,0
39,Are any of the tillers wilted or drooping?,0,0
39,Do you see any black or brown spots on the stem?,0,0
39,Are ants or other insects more active around the tiller base?,0,0
39,Has the tiller growth slowed down recently?,0,0
40,Are the stems (tillers) shorter than usual?,0,0
40,Do you smell any unusual or rotten odor near the plant base?,0,0
40,Can you easily pull the roots out of the soil?,0,0
40,Are you noticing yellowing on the lower stems?,0,0
40,Do the tillers appear dry or brittle?,1,0
40,Is there a soft mushy texture near the base of the stem?,0,0
40,Are any of the tillers wilted or drooping?,1,0
40,Do you see any black or brown spots on the stem?,1,0
40,Are ants or other insects more active around the tiller base?,0,0
40,Has the tiller growth slowed down recently?,0,0
41,Are the stems (tillers) shorter than usual?,1,1
41,Do you smell any unusual or rotten odor near the plant base?,1,1
41,Can you easily pull the roots out of the soil?,1,1
41,Are you noticing yellowing on the lower stems?,1,1
41,Do the tillers appear dry or brittle?,0,1
41,Is there a soft mushy texture near the base of the stem?,0,1
41,Are any of the tillers wilted or drooping?,1,1
41,Do you see any black or brown spots on the stem?,0,1
41,Are ants or other insects more active around the tiller base?,1,1
41,Has the tiller growth slowed down recently?,1,1
42,Are the stems (tillers) shorter than usual?,1,1
42,Do you smell any unusual or rotten odor near the plant base?,0,1
42,Can you easily pull the roots out of the soil?,1,1
42,Are you noticing yellowing on the lower stems?,1,1
42,Do the tillers appear dry or brittle?,1,1
42,Is there a soft mushy texture near the base of the stem?,0,1
42,Are any of the tillers wilted or drooping?,0,1
42,Do you see any black or brown spots on the stem?,0,1
42,Are ants or other insects more active around the tiller base?,1,1
42,Has the tiller growth slowed down recently?,1,1
43,Are the stems (tillers) shorter than usual?,0,0
43,Do you smell any unusual or rotten odor near the plant base?,1,0
43,Can you easily pull the roots out of the soil?,0,0
43,Are you noticing yellowing on the lower stems?,0,0
43,Do the tillers appear dry or brittle?,0,0
43,Is there a soft mushy texture near the base of the stem?,0,0
43,Are any of the tillers wilted or drooping?,0,0
43,Do you see any black or brown spots on the stem?,1,0
43,Are ants or other insects more active around the tiller base?,0,0
43,Has the tiller growth slowed down recently?,0,0
44,Are the stems (tillers) shorter than usual?,1,1
44,Do you smell any unusual or rotten odor near the plant base?,0,1
44,Can you easily pull the roots out of the soil?,1,1
44,Are you noticing yellowing on the lower stems?,0,1
44,Do the tillers appear dry or brittle?,1,1
44,Is there a soft mushy texture near the base of the stem?,1,1
44,Are any of the tillers wilted or drooping?,0,1
44,Do you see any black or brown spots on the stem?,0,1
44,Are ants or other insects more active around the tiller base?,1,1
44,Has the tiller growth slowed down recently?,1,1
45,Are the stems (tillers) shorter than usual?,1,1
45,Do you smell any unusual or rotten odor near the plant base?,1,1
45,Can you easily pull the roots out of the soil?,0,1
45,Are you noticing yellowing on the lower stems?,1,1
45,Do the tillers appear dry or brittle?,1,1
45,Is there a soft mushy texture near the base of the stem?,0,1
45,Are any of the tillers wilted or drooping?,1,1
45,Do you see any black or brown spots on the stem?,1,1
45,Are ants or other insects more active around the tiller base?,0,1
45,Has the tiller growth slowed down recently?,0,1
46,Are the stems (tillers) shorter than usual?,0,1
46,Do you smell any unusual or rotten odor near the plant base?,1,1
46,Can you easily pull the roots out of the soil?,0,1
46,Are you noticing yellowing on the lower stems?,1,1
46,Do the tillers appear dry or brittle?,0,1
46,Is there a soft mushy texture near the base of the stem?,1,1
46,Are any of the tillers wilted or drooping?,1,1
46,Do you see any black or brown spots on the stem?,1,1
46,Are ants or other insects more active around the tiller base?,0,1
46,Has the tiller growth slowed down recently?,0,1
47,Are the stems (tillers) shorter than usual?,1,1
47,Do you smell any unusual or rotten odor near the plant base?,0,1
47,Can you easily pull the roots out of the soil?,1,1
47,Are you noticing yellowing on the lower stems?,1,1
47,Do the tillers appear dry or brittle?,1,1
47,Is there a soft mushy texture near the base of the stem?,1,1
47,Are any of the tillers wilted or drooping?,0,1
47,Do you see any black or brown spots on the stem?,1,1
47,Are ants or other insects more active around the tiller base?,1,1
47,Has the tiller growth slowed down recently?,1,1
48,Are the stems (tillers) shorter than usual?,1,0
48,Do you smell any unusual or rotten odor near the plant base?,0,0
48,Can you easily pull the roots out of the soil?,0,0
48,Are you noticing yellowing on the lower stems?,0,0
48,Do the tillers appear dry or brittle?,1,0
48,Is there a soft mushy texture near the base of the stem?,0,0
48,Are any of the tillers wilted or drooping?,0,0
48,Do you see any black or brown spots on the stem?,0,0
48,Are ants or other insects more active around the tiller base?,0,0
48,Has the tiller growth slowed down recently?,0,0
49,Are the stems (tillers) shorter than usual?,0,1
49,Do you smell any unusual or rotten odor near the plant base?,1,1
49,Can you easily pull the roots out of the soil?,1,1
49,Are you noticing yellowing on the lower stems?,1,1
49,Do the tillers appear dry or brittle?,1,1
49,Is there a soft mushy texture near the base of the stem?,1,1
49,Are any of the tillers wilted or drooping?,0,1
49,Do you see any black or brown spots on the stem?,0,1
49,Are ants or other insects more active around the tiller base?,0,1
49,Has the tiller growth slowed down recently?,1,1
50,Are the stems (tillers) shorter than usual?,0,0
50,Do you smell any unusual or rotten odor near the plant base?,1,0
50,Can you easily pull the roots out of the soil?,0,0
50,Are you noticing yellowing on the lower stems?,0,0
50,Do the tillers appear dry or brittle?,1,0
50,Is there a soft mushy texture near the base of the stem?,0,0
50,Are any of the tillers wilted or drooping?,0,0
50,Do you see any black or brown spots on the stem?,0,0
50,Are ants or other insects more active around the tiller base?,0,0
50,Has the tiller growth slowed down recently?,0,0
51,Are the stems (tillers) shorter than usual?,1,1
51,Do you smell any unusual or rotten odor near the plant base?,1,1
51,Can you easily pull the roots out of the soil?,1,1
51,Are you noticing yellowing on the lower stems?,1,1
51,Do the tillers appear dry or brittle?,0,1
51,Is there a soft mushy texture near the base of the stem?,1,1
51,Are any of the tillers wilted or drooping?,1,1
51,Do you see any black or brown spots on the stem?,1,1
51,Are ants or other insects more active around the tiller base?,1,1
51,Has the tiller growth slowed down recently?,1,1
52,Are the stems (tillers) shorter than usual?,1,1
52,Do you smell any unusual or rotten odor near the plant base?,1,1
52,Can you easily pull the roots out of the soil?,1,1
52,Are you noticing yellowing on the lower stems?,1,1
52,Do the tillers appear dry or brittle?,1,1
52,Is there a soft mushy texture near the base of the stem?,0,1
52,Are any of the tillers wilted or drooping?,0,1
52,Do you see any black or brown spots on the stem?,0,1
52,Are ants or other insects more active around the tiller base?,1,1
52,Has the tiller growth slowed down recently?,0,1
53,Are the stems (tillers) shorter than usual?,1,1
53,Do you smell any unusual or rotten odor near the plant base?,0,1
53,Can you easily pull the roots out of the soil?,1,1
53,Are you noticing yellowing on the lower stems?,0,1
53,Do the tillers appear dry or brittle?,1,1
53,Is there a soft mushy texture near the base of the stem?,0,1
53,Are any of the tillers wilted or drooping?,1,1
53,Do you see any black or brown spots on the stem?,1,1
53,Are ants or other insects more active around the tiller base?,1,1
53,Has the tiller growth slowed down recently?,1,1
54,Are the stems (tillers) shorter than usual?,0,0
54,Do you smell any unusual or rotten odor near the plant base?,0,0
54,Can you easily pull the roots out of the soil?,0,0
54,Are you noticing yellowing on the lower stems?,0,0
54,Do the tillers appear dry or brittle?,0,0
54,Is there a soft mushy texture near the base of the stem?,0,0
54,Are any of the tillers wilted or drooping?,0,0
54,Do you see any black or brown spots on the stem?,1,0
54,Are ants or other insects more active around the tiller base?,1,0
54,Has the tiller growth slowed down recently?,0,0
55,Are the stems (tillers) shorter than usual?,0,1
55,Do you smell any unusual or rotten odor near the plant base?,1,1
55,Can you easily pull the roots out of the soil?,1,1
55,Are you noticing yellowing on the lower stems?,0,1
55,Do the tillers appear dry or brittle?,1,1
55,Is there a soft mushy texture near the base of the stem?,1,1
55,Are any of the tillers wilted or drooping?,0,1
55,Do you see any black or brown spots on the stem?,1,1
55,Are ants or other insects more active around the tiller base?,0,1
55,Has the tiller growth slowed down recently?,1,1
56,Are the stems (tillers) shorter than usual?,1,1
56,Do you smell any unusual or rotten odor near the plant base?,0,1
56,Can you easily pull the roots out of the soil?,1,1
56,Are you noticing yellowing on the lower stems?,1,1
56,Do the tillers appear dry or brittle?,0,1
56,Is there a soft mushy texture near the base of the stem?,1,1
56,Are any of the tillers wilted or drooping?,1,1
56,Do you see any black or brown spots on the stem?,0,1
56,Are ants or other insects more active around the tiller base?,1,1
56,Has the tiller growth slowed down recently?,1,1
57,Are the stems (tillers) shorter than usual?,1,1
57,Do you smell any unusual or rotten odor near the plant base?,1,1
57,Can you easily pull the roots out of the soil?,1,1
57,Are you noticing yellowing on the lower stems?,1,1
57,Do the tillers appear dry or brittle?,0,1
57,Is there a soft mushy texture near the base of the stem?,1,1
57,Are any of the tillers wilted or drooping?,1,1
57,Do you see any black or brown spots on the stem?,1,1
57,Are ants or other insects more active around the tiller base?,1,1
57,Has the tiller growth slowed down recently?,1,1
58,Are the stems (tillers) shorter than usual?,0,0
58,Do you smell any unusual or rotten odor near the plant base?,0,0
58,Can you easily pull the roots out of the soil?,1,0
58,Are you noticing yellowing on the lower stems?,1,0
58,Do the tillers appear dry or brittle?,0,0
58,Is there a soft mushy texture near the base of the stem?,0,0
58,Are any of the tillers wilted or drooping?,0,0
58,Do you see any black or brown spots on the stem?,1,0
58,Are ants or other insects more active around the tiller base?,1,0
58,Has the tiller growth slowed down recently?,1,0
59,Are the stems (tillers) shorter than usual?,0,0
59,Do you smell any unusual or rotten odor near the plant base?,0,0
59,Can you easily pull the roots out of the soil?,1,0
59,Are you noticing yellowing on the lower stems?,1,0
